id,latitude,longitude,date_M_D_YYYY,date_M_D_YYYY_00_00_00,date_YYYY-MM-DD,date_YYYY-MM-DD_00_00_00,date_YYYY-MM-DDT00_00_00,date_YYYY-MM-DDT00_00_00Z,date_YYYY-MM-DDT00_00_00_America_LosAngeles,date_YYYY-MM-DDT00_00_00_America_NewYork,str_yyyy,str_yyyy-MM,str_yyyy-MM-dd,str1_yyyy-MM-dd_HH-mm-ss,int_yyyy,int_yyyyMM,int_yyyyMMdd,dbl1_yyyyMMddHHmmss,dbl2_yyyyMMddHHmmss,dbl_yyyyMMddHHmmssS,day,month,month_str_1,year,weekday,weekday_str,week_number,day365,isfeb29,DST,DST_switch,DST_adjust
67,9.625,11.25,3/8/2022,3/8/2022 00:00:00,2022-03-08,2022-03-08 00:00:00,2022-03-08T00:00:00,2022-03-08T00:00:00Z,2022-03-08T00:00:00-08:00,2022-03-08T00:00:00-05:00,2022,2022-03,2022-03-08,2022-03-08 00:00:00,2022,202203,20220308,20220308000000,20220308235959,20220308235959.5,8,3,Mar,2022,3,Tuesday,11,67,0,0,0,0
68,9.75,11.375,3/9/2022,3/9/2022 00:00:00,2022-03-09,2022-03-09 00:00:00,2022-03-09T00:00:00,2022-03-09T00:00:00Z,2022-03-09T00:00:00-08:00,2022-03-09T00:00:00-05:00,2022,2022-03,2022-03-09,2022-03-09 00:00:00,2022,202203,20220309,20220309000000,20220309235959,20220309235959.5,9,3,Mar,2022,4,Wednesday,11,68,0,0,0,0
69,9.875,11.5,3/10/2022,3/10/2022 00:00:00,2022-03-10,2022-03-10 00:00:00,2022-03-10T00:00:00,2022-03-10T00:00:00Z,2022-03-10T00:00:00-08:00,2022-03-10T00:00:00-05:00,2022,2022-03,2022-03-10,2022-03-10 00:00:00,2022,202203,20220310,20220310000000,20220310235959,20220310235959.5,10,3,Mar,2022,5,Thursday,11,69,0,0,0,0
70,10,11.625,3/11/2022,3/11/2022 00:00:00,2022-03-11,2022-03-11 00:00:00,2022-03-11T00:00:00,2022-03-11T00:00:00Z,2022-03-11T00:00:00-08:00,2022-03-11T00:00:00-05:00,2022,2022-03,2022-03-11,2022-03-11 00:00:00,2022,202203,20220311,20220311000000,20220311235959,20220311235959.5,11,3,Mar,2022,6,Friday,11,70,0,0,0,0
71,10.125,11.75,3/12/2022,3/12/2022 00:00:00,2022-03-12,2022-03-12 00:00:00,2022-03-12T00:00:00,2022-03-12T00:00:00Z,2022-03-12T00:00:00-08:00,2022-03-12T00:00:00-05:00,2022,2022-03,2022-03-12,2022-03-12 00:00:00,2022,202203,20220312,20220312000000,20220312235959,20220312235959.5,12,3,Mar,2022,7,Saturday,11,71,0,0,0,0
72,10.375,11.875,3/13/2022,3/13/2022 00:00:00,2022-03-13,2022-03-13 00:00:00,2022-03-13T00:00:00,2022-03-13T00:00:00Z,2022-03-13T00:00:00-07:00,2022-03-13T00:00:00-04:00,2022,2022-03,2022-03-13,2022-03-13 00:00:00,2022,202203,20220313,20220313000000,20220313235959,20220313235959.5,13,3,Mar,2022,1,Sunday,12,72,0,1,1,-1
73,10.5,12,3/14/2022,3/14/2022 00:00:00,2022-03-14,2022-03-14 00:00:00,2022-03-14T00:00:00,2022-03-14T00:00:00Z,2022-03-14T00:00:00-07:00,2022-03-14T00:00:00-04:00,2022,2022-03,2022-03-14,2022-03-14 00:00:00,2022,202203,20220314,20220314000000,20220314235959,20220314235959.5,14,3,Mar,2022,2,Monday,12,73,0,1,0,0
74,10.625,12.125,3/15/2022,3/15/2022 00:00:00,2022-03-15,2022-03-15 00:00:00,2022-03-15T00:00:00,2022-03-15T00:00:00Z,2022-03-15T00:00:00-07:00,2022-03-15T00:00:00-04:00,2022,2022-03,2022-03-15,2022-03-15 00:00:00,2022,202203,20220315,20220315000000,20220315235959,20220315235959.5,15,3,Mar,2022,3,Tuesday,12,74,0,1,0,0
75,10.75,12.25,3/16/2022,3/16/2022 00:00:00,2022-03-16,2022-03-16 00:00:00,2022-03-16T00:00:00,2022-03-16T00:00:00Z,2022-03-16T00:00:00-07:00,2022-03-16T00:00:00-04:00,2022,2022-03,2022-03-16,2022-03-16 00:00:00,2022,202203,20220316,20220316000000,20220316235959,20220316235959.5,16,3,Mar,2022,4,Wednesday,12,75,0,1,0,0
76,10.875,12.375,3/17/2022,3/17/2022 00:00:00,2022-03-17,2022-03-17 00:00:00,2022-03-17T00:00:00,2022-03-17T00:00:00Z,2022-03-17T00:00:00-07:00,2022-03-17T00:00:00-04:00,2022,2022-03,2022-03-17,2022-03-17 00:00:00,2022,202203,20220317,20220317000000,20220317235959,20220317235959.5,17,3,Mar,2022,5,Thursday,12,76,0,1,0,0
77,11,12.5,3/18/2022,3/18/2022 00:00:00,2022-03-18,2022-03-18 00:00:00,2022-03-18T00:00:00,2022-03-18T00:00:00Z,2022-03-18T00:00:00-07:00,2022-03-18T00:00:00-04:00,2022,2022-03,2022-03-18,2022-03-18 00:00:00,2022,202203,20220318,20220318000000,20220318235959,20220318235959.5,18,3,Mar,2022,6,Friday,12,77,0,1,0,0
78,11.125,12.625,3/19/2022,3/19/2022 00:00:00,2022-03-19,2022-03-19 00:00:00,2022-03-19T00:00:00,2022-03-19T00:00:00Z,2022-03-19T00:00:00-07:00,2022-03-19T00:00:00-04:00,2022,2022-03,2022-03-19,2022-03-19 00:00:00,2022,202203,20220319,20220319000000,20220319235959,20220319235959.5,19,3,Mar,2022,7,Saturday,12,78,0,1,0,0
79,11.375,12.75,3/20/2022,3/20/2022 00:00:00,2022-03-20,2022-03-20 00:00:00,2022-03-20T00:00:00,2022-03-20T00:00:00Z,2022-03-20T00:00:00-07:00,2022-03-20T00:00:00-04:00,2022,2022-03,2022-03-20,2022-03-20 00:00:00,2022,202203,20220320,20220320000000,20220320235959,20220320235959.5,20,3,Mar,2022,1,Sunday,13,79,0,1,0,0
80,11.5,12.875,3/21/2022,3/21/2022 00:00:00,2022-03-21,2022-03-21 00:00:00,2022-03-21T00:00:00,2022-03-21T00:00:00Z,2022-03-21T00:00:00-07:00,2022-03-21T00:00:00-04:00,2022,2022-03,2022-03-21,2022-03-21 00:00:00,2022,202203,20220321,20220321000000,20220321235959,20220321235959.5,21,3,Mar,2022,2,Monday,13,80,0,1,0,0
81,11.625,13,3/22/2022,3/22/2022 00:00:00,2022-03-22,2022-03-22 00:00:00,2022-03-22T00:00:00,2022-03-22T00:00:00Z,2022-03-22T00:00:00-07:00,2022-03-22T00:00:00-04:00,2022,2022-03,2022-03-22,2022-03-22 00:00:00,2022,202203,20220322,20220322000000,20220322235959,20220322235959.5,22,3,Mar,2022,3,Tuesday,13,81,0,1,0,0
82,11.75,13.125,3/23/2022,3/23/2022 00:00:00,2022-03-23,2022-03-23 00:00:00,2022-03-23T00:00:00,2022-03-23T00:00:00Z,2022-03-23T00:00:00-07:00,2022-03-23T00:00:00-04:00,2022,2022-03,2022-03-23,2022-03-23 00:00:00,2022,202203,20220323,20220323000000,20220323235959,20220323235959.5,23,3,Mar,2022,4,Wednesday,13,82,0,1,0,0
83,11.875,13.25,3/24/2022,3/24/2022 00:00:00,2022-03-24,2022-03-24 00:00:00,2022-03-24T00:00:00,2022-03-24T00:00:00Z,2022-03-24T00:00:00-07:00,2022-03-24T00:00:00-04:00,2022,2022-03,2022-03-24,2022-03-24 00:00:00,2022,202203,20220324,20220324000000,20220324235959,20220324235959.5,24,3,Mar,2022,5,Thursday,13,83,0,1,0,0
84,12,13.375,3/25/2022,3/25/2022 00:00:00,2022-03-25,2022-03-25 00:00:00,2022-03-25T00:00:00,2022-03-25T00:00:00Z,2022-03-25T00:00:00-07:00,2022-03-25T00:00:00-04:00,2022,2022-03,2022-03-25,2022-03-25 00:00:00,2022,202203,20220325,20220325000000,20220325235959,20220325235959.5,25,3,Mar,2022,6,Friday,13,84,0,1,0,0
85,12.125,13.5,3/26/2022,3/26/2022 00:00:00,2022-03-26,2022-03-26 00:00:00,2022-03-26T00:00:00,2022-03-26T00:00:00Z,2022-03-26T00:00:00-07:00,2022-03-26T00:00:00-04:00,2022,2022-03,2022-03-26,2022-03-26 00:00:00,2022,202203,20220326,20220326000000,20220326235959,20220326235959.5,26,3,Mar,2022,7,Saturday,13,85,0,1,0,0
86,12.375,13.625,3/27/2022,3/27/2022 00:00:00,2022-03-27,2022-03-27 00:00:00,2022-03-27T00:00:00,2022-03-27T00:00:00Z,2022-03-27T00:00:00-07:00,2022-03-27T00:00:00-04:00,2022,2022-03,2022-03-27,2022-03-27 00:00:00,2022,202203,20220327,20220327000000,20220327235959,20220327235959.5,27,3,Mar,2022,1,Sunday,14,86,0,1,0,0
87,12.5,13.75,3/28/2022,3/28/2022 00:00:00,2022-03-28,2022-03-28 00:00:00,2022-03-28T00:00:00,2022-03-28T00:00:00Z,2022-03-28T00:00:00-07:00,2022-03-28T00:00:00-04:00,2022,2022-03,2022-03-28,2022-03-28 00:00:00,2022,202203,20220328,20220328000000,20220328235959,20220328235959.5,28,3,Mar,2022,2,Monday,14,87,0,1,0,0
88,12.625,13.875,3/29/2022,3/29/2022 00:00:00,2022-03-29,2022-03-29 00:00:00,2022-03-29T00:00:00,2022-03-29T00:00:00Z,2022-03-29T00:00:00-07:00,2022-03-29T00:00:00-04:00,2022,2022-03,2022-03-29,2022-03-29 00:00:00,2022,202203,20220329,20220329000000,20220329235959,20220329235959.5,29,3,Mar,2022,3,Tuesday,14,88,0,1,0,0
89,12.75,14,3/30/2022,3/30/2022 00:00:00,2022-03-30,2022-03-30 00:00:00,2022-03-30T00:00:00,2022-03-30T00:00:00Z,2022-03-30T00:00:00-07:00,2022-03-30T00:00:00-04:00,2022,2022-03,2022-03-30,2022-03-30 00:00:00,2022,202203,20220330,20220330000000,20220330235959,20220330235959.5,30,3,Mar,2022,4,Wednesday,14,89,0,1,0,0
90,12.875,14.125,3/31/2022,3/31/2022 00:00:00,2022-03-31,2022-03-31 00:00:00,2022-03-31T00:00:00,2022-03-31T00:00:00Z,2022-03-31T00:00:00-07:00,2022-03-31T00:00:00-04:00,2022,2022-03,2022-03-31,2022-03-31 00:00:00,2022,202203,20220331,20220331000000,20220331235959,20220331235959.5,31,3,Mar,2022,5,Thursday,14,90,0,1,0,0
91,13,15.25,4/1/2022,4/1/2022 00:00:00,2022-04-01,2022-04-01 00:00:00,2022-04-01T00:00:00,2022-04-01T00:00:00Z,2022-04-01T00:00:00-07:00,2022-04-01T00:00:00-04:00,2022,2022-04,2022-04-01,2022-04-01 00:00:00,2022,202204,20220401,20220401000000,20220401235959,20220401235959.5,1,4,Apr,2022,6,Friday,14,91,0,1,0,0
92,13.125,15.375,4/2/2022,4/2/2022 00:00:00,2022-04-02,2022-04-02 00:00:00,2022-04-02T00:00:00,2022-04-02T00:00:00Z,2022-04-02T00:00:00-07:00,2022-04-02T00:00:00-04:00,2022,2022-04,2022-04-02,2022-04-02 00:00:00,2022,202204,20220402,20220402000000,20220402235959,20220402235959.5,2,4,Apr,2022,7,Saturday,14,92,0,1,0,0
93,13.375,15.5,4/3/2022,4/3/2022 00:00:00,2022-04-03,2022-04-03 00:00:00,2022-04-03T00:00:00,2022-04-03T00:00:00Z,2022-04-03T00:00:00-07:00,2022-04-03T00:00:00-04:00,2022,2022-04,2022-04-03,2022-04-03 00:00:00,2022,202204,20220403,20220403000000,20220403235959,20220403235959.5,3,4,Apr,2022,1,Sunday,15,93,0,1,0,0
94,13.5,15.625,4/4/2022,4/4/2022 00:00:00,2022-04-04,2022-04-04 00:00:00,2022-04-04T00:00:00,2022-04-04T00:00:00Z,2022-04-04T00:00:00-07:00,2022-04-04T00:00:00-04:00,2022,2022-04,2022-04-04,2022-04-04 00:00:00,2022,202204,20220404,20220404000000,20220404235959,20220404235959.5,4,4,Apr,2022,2,Monday,15,94,0,1,0,0
95,13.625,15.75,4/5/2022,4/5/2022 00:00:00,2022-04-05,2022-04-05 00:00:00,2022-04-05T00:00:00,2022-04-05T00:00:00Z,2022-04-05T00:00:00-07:00,2022-04-05T00:00:00-04:00,2022,2022-04,2022-04-05,2022-04-05 00:00:00,2022,202204,20220405,20220405000000,20220405235959,20220405235959.5,5,4,Apr,2022,3,Tuesday,15,95,0,1,0,0
96,13.75,15.875,4/6/2022,4/6/2022 00:00:00,2022-04-06,2022-04-06 00:00:00,2022-04-06T00:00:00,2022-04-06T00:00:00Z,2022-04-06T00:00:00-07:00,2022-04-06T00:00:00-04:00,2022,2022-04,2022-04-06,2022-04-06 00:00:00,2022,202204,20220406,20220406000000,20220406235959,20220406235959.5,6,4,Apr,2022,4,Wednesday,15,96,0,1,0,0
97,13.875,16,4/7/2022,4/7/2022 00:00:00,2022-04-07,2022-04-07 00:00:00,2022-04-07T00:00:00,2022-04-07T00:00:00Z,2022-04-07T00:00:00-07:00,2022-04-07T00:00:00-04:00,2022,2022-04,2022-04-07,2022-04-07 00:00:00,2022,202204,20220407,20220407000000,20220407235959,20220407235959.5,7,4,Apr,2022,5,Thursday,15,97,0,1,0,0
98,14,16.125,4/8/2022,4/8/2022 00:00:00,2022-04-08,2022-04-08 00:00:00,2022-04-08T00:00:00,2022-04-08T00:00:00Z,2022-04-08T00:00:00-07:00,2022-04-08T00:00:00-04:00,2022,2022-04,2022-04-08,2022-04-08 00:00:00,2022,202204,20220408,20220408000000,20220408235959,20220408235959.5,8,4,Apr,2022,6,Friday,15,98,0,1,0,0
99,14.125,16.25,4/9/2022,4/9/2022 00:00:00,2022-04-09,2022-04-09 00:00:00,2022-04-09T00:00:00,2022-04-09T00:00:00Z,2022-04-09T00:00:00-07:00,2022-04-09T00:00:00-04:00,2022,2022-04,2022-04-09,2022-04-09 00:00:00,2022,202204,20220409,20220409000000,20220409235959,20220409235959.5,9,4,Apr,2022,7,Saturday,15,99,0,1,0,0
100,14.375,16.375,4/10/2022,4/10/2022 00:00:00,2022-04-10,2022-04-10 00:00:00,2022-04-10T00:00:00,2022-04-10T00:00:00Z,2022-04-10T00:00:00-07:00,2022-04-10T00:00:00-04:00,2022,2022-04,2022-04-10,2022-04-10 00:00:00,2022,202204,20220410,20220410000000,20220410235959,20220410235959.5,10,4,Apr,2022,1,Sunday,16,100,0,1,0,0
101,14.5,16.5,4/11/2022,4/11/2022 00:00:00,2022-04-11,2022-04-11 00:00:00,2022-04-11T00:00:00,2022-04-11T00:00:00Z,2022-04-11T00:00:00-07:00,2022-04-11T00:00:00-04:00,2022,2022-04,2022-04-11,2022-04-11 00:00:00,2022,202204,20220411,20220411000000,20220411235959,20220411235959.5,11,4,Apr,2022,2,Monday,16,101,0,1,0,0
102,14.625,16.625,4/12/2022,4/12/2022 00:00:00,2022-04-12,2022-04-12 00:00:00,2022-04-12T00:00:00,2022-04-12T00:00:00Z,2022-04-12T00:00:00-07:00,2022-04-12T00:00:00-04:00,2022,2022-04,2022-04-12,2022-04-12 00:00:00,2022,202204,20220412,20220412000000,20220412235959,20220412235959.5,12,4,Apr,2022,3,Tuesday,16,102,0,1,0,0
103,14.75,16.75,4/13/2022,4/13/2022 00:00:00,2022-04-13,2022-04-13 00:00:00,2022-04-13T00:00:00,2022-04-13T00:00:00Z,2022-04-13T00:00:00-07:00,2022-04-13T00:00:00-04:00,2022,2022-04,2022-04-13,2022-04-13 00:00:00,2022,202204,20220413,20220413000000,20220413235959,20220413235959.5,13,4,Apr,2022,4,Wednesday,16,103,0,1,0,0
104,14.875,16.875,4/14/2022,4/14/2022 00:00:00,2022-04-14,2022-04-14 00:00:00,2022-04-14T00:00:00,2022-04-14T00:00:00Z,2022-04-14T00:00:00-07:00,2022-04-14T00:00:00-04:00,2022,2022-04,2022-04-14,2022-04-14 00:00:00,2022,202204,20220414,20220414000000,20220414235959,20220414235959.5,14,4,Apr,2022,5,Thursday,16,104,0,1,0,0
105,15,17,4/15/2022,4/15/2022 00:00:00,2022-04-15,2022-04-15 00:00:00,2022-04-15T00:00:00,2022-04-15T00:00:00Z,2022-04-15T00:00:00-07:00,2022-04-15T00:00:00-04:00,2022,2022-04,2022-04-15,2022-04-15 00:00:00,2022,202204,20220415,20220415000000,20220415235959,20220415235959.5,15,4,Apr,2022,6,Friday,16,105,0,1,0,0
106,15.125,17.125,4/16/2022,4/16/2022 00:00:00,2022-04-16,2022-04-16 00:00:00,2022-04-16T00:00:00,2022-04-16T00:00:00Z,2022-04-16T00:00:00-07:00,2022-04-16T00:00:00-04:00,2022,2022-04,2022-04-16,2022-04-16 00:00:00,2022,202204,20220416,20220416000000,20220416235959,20220416235959.5,16,4,Apr,2022,7,Saturday,16,106,0,1,0,0
107,15.375,17.25,4/17/2022,4/17/2022 00:00:00,2022-04-17,2022-04-17 00:00:00,2022-04-17T00:00:00,2022-04-17T00:00:00Z,2022-04-17T00:00:00-07:00,2022-04-17T00:00:00-04:00,2022,2022-04,2022-04-17,2022-04-17 00:00:00,2022,202204,20220417,20220417000000,20220417235959,20220417235959.5,17,4,Apr,2022,1,Sunday,17,107,0,1,0,0
108,15.5,17.375,4/18/2022,4/18/2022 00:00:00,2022-04-18,2022-04-18 00:00:00,2022-04-18T00:00:00,2022-04-18T00:00:00Z,2022-04-18T00:00:00-07:00,2022-04-18T00:00:00-04:00,2022,2022-04,2022-04-18,2022-04-18 00:00:00,2022,202204,20220418,20220418000000,20220418235959,20220418235959.5,18,4,Apr,2022,2,Monday,17,108,0,1,0,0
109,15.625,17.5,4/19/2022,4/19/2022 00:00:00,2022-04-19,2022-04-19 00:00:00,2022-04-19T00:00:00,2022-04-19T00:00:00Z,2022-04-19T00:00:00-07:00,2022-04-19T00:00:00-04:00,2022,2022-04,2022-04-19,2022-04-19 00:00:00,2022,202204,20220419,20220419000000,20220419235959,20220419235959.5,19,4,Apr,2022,3,Tuesday,17,109,0,1,0,0
110,15.75,17.625,4/20/2022,4/20/2022 00:00:00,2022-04-20,2022-04-20 00:00:00,2022-04-20T00:00:00,2022-04-20T00:00:00Z,2022-04-20T00:00:00-07:00,2022-04-20T00:00:00-04:00,2022,2022-04,2022-04-20,2022-04-20 00:00:00,2022,202204,20220420,20220420000000,20220420235959,20220420235959.5,20,4,Apr,2022,4,Wednesday,17,110,0,1,0,0
111,15.875,17.75,4/21/2022,4/21/2022 00:00:00,2022-04-21,2022-04-21 00:00:00,2022-04-21T00:00:00,2022-04-21T00:00:00Z,2022-04-21T00:00:00-07:00,2022-04-21T00:00:00-04:00,2022,2022-04,2022-04-21,2022-04-21 00:00:00,2022,202204,20220421,20220421000000,20220421235959,20220421235959.5,21,4,Apr,2022,5,Thursday,17,111,0,1,0,0
112,16,17.875,4/22/2022,4/22/2022 00:00:00,2022-04-22,2022-04-22 00:00:00,2022-04-22T00:00:00,2022-04-22T00:00:00Z,2022-04-22T00:00:00-07:00,2022-04-22T00:00:00-04:00,2022,2022-04,2022-04-22,2022-04-22 00:00:00,2022,202204,20220422,20220422000000,20220422235959,20220422235959.5,22,4,Apr,2022,6,Friday,17,112,0,1,0,0
113,16.125,18,4/23/2022,4/23/2022 00:00:00,2022-04-23,2022-04-23 00:00:00,2022-04-23T00:00:00,2022-04-23T00:00:00Z,2022-04-23T00:00:00-07:00,2022-04-23T00:00:00-04:00,2022,2022-04,2022-04-23,2022-04-23 00:00:00,2022,202204,20220423,20220423000000,20220423235959,20220423235959.5,23,4,Apr,2022,7,Saturday,17,113,0,1,0,0
114,16.375,18.125,4/24/2022,4/24/2022 00:00:00,2022-04-24,2022-04-24 00:00:00,2022-04-24T00:00:00,2022-04-24T00:00:00Z,2022-04-24T00:00:00-07:00,2022-04-24T00:00:00-04:00,2022,2022-04,2022-04-24,2022-04-24 00:00:00,2022,202204,20220424,20220424000000,20220424235959,20220424235959.5,24,4,Apr,2022,1,Sunday,18,114,0,1,0,0
115,16.5,18.25,4/25/2022,4/25/2022 00:00:00,2022-04-25,2022-04-25 00:00:00,2022-04-25T00:00:00,2022-04-25T00:00:00Z,2022-04-25T00:00:00-07:00,2022-04-25T00:00:00-04:00,2022,2022-04,2022-04-25,2022-04-25 00:00:00,2022,202204,20220425,20220425000000,20220425235959,20220425235959.5,25,4,Apr,2022,2,Monday,18,115,0,1,0,0
116,16.625,18.375,4/26/2022,4/26/2022 00:00:00,2022-04-26,2022-04-26 00:00:00,2022-04-26T00:00:00,2022-04-26T00:00:00Z,2022-04-26T00:00:00-07:00,2022-04-26T00:00:00-04:00,2022,2022-04,2022-04-26,2022-04-26 00:00:00,2022,202204,20220426,20220426000000,20220426235959,20220426235959.5,26,4,Apr,2022,3,Tuesday,18,116,0,1,0,0
117,16.75,18.5,4/27/2022,4/27/2022 00:00:00,2022-04-27,2022-04-27 00:00:00,2022-04-27T00:00:00,2022-04-27T00:00:00Z,2022-04-27T00:00:00-07:00,2022-04-27T00:00:00-04:00,2022,2022-04,2022-04-27,2022-04-27 00:00:00,2022,202204,20220427,20220427000000,20220427235959,20220427235959.5,27,4,Apr,2022,4,Wednesday,18,117,0,1,0,0
118,16.875,18.625,4/28/2022,4/28/2022 00:00:00,2022-04-28,2022-04-28 00:00:00,2022-04-28T00:00:00,2022-04-28T00:00:00Z,2022-04-28T00:00:00-07:00,2022-04-28T00:00:00-04:00,2022,2022-04,2022-04-28,2022-04-28 00:00:00,2022,202204,20220428,20220428000000,20220428235959,20220428235959.5,28,4,Apr,2022,5,Thursday,18,118,0,1,0,0
119,17,18.75,4/29/2022,4/29/2022 00:00:00,2022-04-29,2022-04-29 00:00:00,2022-04-29T00:00:00,2022-04-29T00:00:00Z,2022-04-29T00:00:00-07:00,2022-04-29T00:00:00-04:00,2022,2022-04,2022-04-29,2022-04-29 00:00:00,2022,202204,20220429,20220429000000,20220429235959,20220429235959.5,29,4,Apr,2022,6,Friday,18,119,0,1,0,0
120,17.125,18.875,4/30/2022,4/30/2022 00:00:00,2022-04-30,2022-04-30 00:00:00,2022-04-30T00:00:00,2022-04-30T00:00:00Z,2022-04-30T00:00:00-07:00,2022-04-30T00:00:00-04:00,2022,2022-04,2022-04-30,2022-04-30 00:00:00,2022,202204,20220430,20220430000000,20220430235959,20220430235959.5,30,4,Apr,2022,7,Saturday,18,120,0,1,0,0
121,17.375,20,5/1/2022,5/1/2022 00:00:00,2022-05-01,2022-05-01 00:00:00,2022-05-01T00:00:00,2022-05-01T00:00:00Z,2022-05-01T00:00:00-07:00,2022-05-01T00:00:00-04:00,2022,2022-05,2022-05-01,2022-05-01 00:00:00,2022,202205,20220501,20220501000000,20220501235959,20220501235959.5,1,5,May,2022,1,Sunday,19,121,0,1,0,0
122,17.5,20.125,5/2/2022,5/2/2022 00:00:00,2022-05-02,2022-05-02 00:00:00,2022-05-02T00:00:00,2022-05-02T00:00:00Z,2022-05-02T00:00:00-07:00,2022-05-02T00:00:00-04:00,2022,2022-05,2022-05-02,2022-05-02 00:00:00,2022,202205,20220502,20220502000000,20220502235959,20220502235959.5,2,5,May,2022,2,Monday,19,122,0,1,0,0
123,17.625,20.25,5/3/2022,5/3/2022 00:00:00,2022-05-03,2022-05-03 00:00:00,2022-05-03T00:00:00,2022-05-03T00:00:00Z,2022-05-03T00:00:00-07:00,2022-05-03T00:00:00-04:00,2022,2022-05,2022-05-03,2022-05-03 00:00:00,2022,202205,20220503,20220503000000,20220503235959,20220503235959.5,3,5,May,2022,3,Tuesday,19,123,0,1,0,0
124,17.75,20.375,5/4/2022,5/4/2022 00:00:00,2022-05-04,2022-05-04 00:00:00,2022-05-04T00:00:00,2022-05-04T00:00:00Z,2022-05-04T00:00:00-07:00,2022-05-04T00:00:00-04:00,2022,2022-05,2022-05-04,2022-05-04 00:00:00,2022,202205,20220504,20220504000000,20220504235959,20220504235959.5,4,5,May,2022,4,Wednesday,19,124,0,1,0,0
125,17.875,20.5,5/5/2022,5/5/2022 00:00:00,2022-05-05,2022-05-05 00:00:00,2022-05-05T00:00:00,2022-05-05T00:00:00Z,2022-05-05T00:00:00-07:00,2022-05-05T00:00:00-04:00,2022,2022-05,2022-05-05,2022-05-05 00:00:00,2022,202205,20220505,20220505000000,20220505235959,20220505235959.5,5,5,May,2022,5,Thursday,19,125,0,1,0,0
126,18,20.625,5/6/2022,5/6/2022 00:00:00,2022-05-06,2022-05-06 00:00:00,2022-05-06T00:00:00,2022-05-06T00:00:00Z,2022-05-06T00:00:00-07:00,2022-05-06T00:00:00-04:00,2022,2022-05,2022-05-06,2022-05-06 00:00:00,2022,202205,20220506,20220506000000,20220506235959,20220506235959.5,6,5,May,2022,6,Friday,19,126,0,1,0,0
127,18.125,20.75,5/7/2022,5/7/2022 00:00:00,2022-05-07,2022-05-07 00:00:00,2022-05-07T00:00:00,2022-05-07T00:00:00Z,2022-05-07T00:00:00-07:00,2022-05-07T00:00:00-04:00,2022,2022-05,2022-05-07,2022-05-07 00:00:00,2022,202205,20220507,20220507000000,20220507235959,20220507235959.5,7,5,May,2022,7,Saturday,19,127,0,1,0,0
128,18.375,20.875,5/8/2022,5/8/2022 00:00:00,2022-05-08,2022-05-08 00:00:00,2022-05-08T00:00:00,2022-05-08T00:00:00Z,2022-05-08T00:00:00-07:00,2022-05-08T00:00:00-04:00,2022,2022-05,2022-05-08,2022-05-08 00:00:00,2022,202205,20220508,20220508000000,20220508235959,20220508235959.5,8,5,May,2022,1,Sunday,20,128,0,1,0,0
129,18.5,21,5/9/2022,5/9/2022 00:00:00,2022-05-09,2022-05-09 00:00:00,2022-05-09T00:00:00,2022-05-09T00:00:00Z,2022-05-09T00:00:00-07:00,2022-05-09T00:00:00-04:00,2022,2022-05,2022-05-09,2022-05-09 00:00:00,2022,202205,20220509,20220509000000,20220509235959,20220509235959.5,9,5,May,2022,2,Monday,20,129,0,1,0,0
130,18.625,21.125,5/10/2022,5/10/2022 00:00:00,2022-05-10,2022-05-10 00:00:00,2022-05-10T00:00:00,2022-05-10T00:00:00Z,2022-05-10T00:00:00-07:00,2022-05-10T00:00:00-04:00,2022,2022-05,2022-05-10,2022-05-10 00:00:00,2022,202205,20220510,20220510000000,20220510235959,20220510235959.5,10,5,May,2022,3,Tuesday,20,130,0,1,0,0
131,18.75,21.25,5/11/2022,5/11/2022 00:00:00,2022-05-11,2022-05-11 00:00:00,2022-05-11T00:00:00,2022-05-11T00:00:00Z,2022-05-11T00:00:00-07:00,2022-05-11T00:00:00-04:00,2022,2022-05,2022-05-11,2022-05-11 00:00:00,2022,202205,20220511,20220511000000,20220511235959,20220511235959.5,11,5,May,2022,4,Wednesday,20,131,0,1,0,0
132,18.875,21.375,5/12/2022,5/12/2022 00:00:00,2022-05-12,2022-05-12 00:00:00,2022-05-12T00:00:00,2022-05-12T00:00:00Z,2022-05-12T00:00:00-07:00,2022-05-12T00:00:00-04:00,2022,2022-05,2022-05-12,2022-05-12 00:00:00,2022,202205,20220512,20220512000000,20220512235959,20220512235959.5,12,5,May,2022,5,Thursday,20,132,0,1,0,0
133,19,21.5,5/13/2022,5/13/2022 00:00:00,2022-05-13,2022-05-13 00:00:00,2022-05-13T00:00:00,2022-05-13T00:00:00Z,2022-05-13T00:00:00-07:00,2022-05-13T00:00:00-04:00,2022,2022-05,2022-05-13,2022-05-13 00:00:00,2022,202205,20220513,20220513000000,20220513235959,20220513235959.5,13,5,May,2022,6,Friday,20,133,0,1,0,0
134,19.125,21.625,5/14/2022,5/14/2022 00:00:00,2022-05-14,2022-05-14 00:00:00,2022-05-14T00:00:00,2022-05-14T00:00:00Z,2022-05-14T00:00:00-07:00,2022-05-14T00:00:00-04:00,2022,2022-05,2022-05-14,2022-05-14 00:00:00,2022,202205,20220514,20220514000000,20220514235959,20220514235959.5,14,5,May,2022,7,Saturday,20,134,0,1,0,0
